cod_manzana,municipio,indice_conectividad,categoria_aislamiento,dist_rio_m
0549020040400900010113,Necoclí,0.1075,aislado_critico,49361.0
0549020120101100010108,Necoclí,0.2775,aislado_critico,32257.0
0565910000000000010222,San Juan de Urabá,0.4775,semi_aislado,73086.0
0566510000000000010357,San Pedro de Urabá,0.4,semi_aislado,22751.0
0566520040200800010111,San Pedro de Urabá,0.1475,aislado_critico,42252.0
0583720090700100010134,Turbo,0.71,conectividad_media,42.0
0583720090700100010312,Turbo,0.7875,bien_conectado,148.0
0583720090700100010316,Turbo,0.71,conectividad_media,206.0
0583720090700100020104,Turbo,0.905,bien_conectado,90.0
0583720090700100020339,Turbo,0.71,conectividad_media,251.0
0583720090700100020406,Turbo,0.71,conectividad_media,278.0
0583720090700100020414,Turbo,0.79,bien_conectado,195.0
0583720100700200010310,Turbo,0.6375,conectividad_media,1153.0
0583720100700200020127,Turbo,0.6375,conectividad_media,1007.0
0583720090600300010305,Turbo,0.6275,conectividad_media,34.0
0583720090600300010323,Turbo,0.7075,conectividad_media,43.0
0583720020101300010206,Turbo,0.2775,aislado_critico,30202.0
0583720090402400010120,Turbo,0.6775,conectividad_media,103.0
0583720090602600010102,Turbo,0.6775,conectividad_media,0.0
0583720090603000010102,Turbo,0.5975,conectividad_media,364.0
0514710000000000030406,Carepa,0.875,bien_conectado,648.0
0514710000000000030525,Carepa,0.7975,bien_conectado,556.0
0517210000000000010208,Chigorodó,0.4975,semi_aislado,723.0
0517210000000000010509,Chigorodó,0.5975,conectividad_media,602.0
0517210000000000020114,Chigorodó,0.5575,conectividad_media,808.0
0517210000000000020325,Chigorodó,0.5975,conectividad_media,834.0
0517210000000000050522,Chigorodó,0.7075,conectividad_media,439.0
0517210000000000050808,Chigorodó,0.6775,conectividad_media,606.0
0517210000000000050809,Chigorodó,0.6775,conectividad_media,636.0
0517210000000000060514,Chigorodó,0.5975,conectividad_media,1170.0
0549020030200400010113,Necoclí,0.0875,aislado_critico,64632.0
0549020050300500010219,Necoclí,0.1975,aislado_critico,44216.0
0565910000000000010621,San Juan de Urabá,0.36,semi_aislado,72550.0
0583720110201800010301,Turbo,0.1975,aislado_critico,487.0
0514710000000000010407,Carepa,0.88,bien_conectado,525.0
0514710000000000010512,Carepa,0.79,bien_conectado,214.0
0514710000000000030540,Carepa,0.8675,bien_conectado,484.0
0514710000000000030603,Carepa,0.8275,bien_conectado,409.0
0517210000000000010538,Chigorodó,0.4575,semi_aislado,1030.0
0517210000000000050316,Chigorodó,0.6275,conectividad_media,222.0
0517210000000000060401,Chigorodó,0.5975,conectividad_media,881.0
0583720110201800010118,Turbo,0.1975,aislado_critico,254.0
0504520020300900010317,Apartadó,0.6075,conectividad_media,2552.0
0549020040400900010126,Necoclí,0.1075,aislado_critico,49222.0
0504520010301100010223,Apartadó,0.78,bien_conectado,377.0
0504520030101500010104,Apartadó,0.6375,conectividad_media,217.0
0504520010101600010108,Apartadó,0.3475,aislado_critico,33.0
0514710000000000010137,Carepa,0.84,bien_conectado,847.0
0514710000000000010118,Carepa,0.84,bien_conectado,764.0
0549020120600600010107,Necoclí,0.2375,aislado_critico,30335.0
0549010000000000010234,Necoclí,0.2775,aislado_critico,36244.0
0549010000000000010823,Necoclí,0.2375,aislado_critico,38083.0
0549020120300300010126,Necoclí,0.2375,aislado_critico,35000.0
0565910000000000010212,San Juan de Urabá,0.515,semi_aislado,73078.0
0565920010300300010116,San Juan de Urabá,0.1075,aislado_critico,71368.0
0566510000000000010808,San Pedro de Urabá,0.515,semi_aislado,23556.0
0566520020300300010113,San Pedro de Urabá,0.0875,aislado_critico,52853.0
0583720090700100010614,Turbo,0.83,bien_conectado,144.0
0583720090700100010726,Turbo,0.83,bien_conectado,95.0
0583720090700100020230,Turbo,0.7875,bien_conectado,46.0
0583720100700200010207,Turbo,0.5975,conectividad_media,1051.0
0583720100700200010210,Turbo,0.5975,conectividad_media,1121.0
0583720050200500010101,Turbo,0.2775,aislado_critico,15341.0
0583720030700600010101,Turbo,0.2775,aislado_critico,15532.0
0583720100400800010117,Turbo,0.6375,conectividad_media,169.0
0583720080301000010106,Turbo,0.4275,semi_aislado,2844.0
0583720090402400010119,Turbo,0.6775,conectividad_media,39.0
0583720090302500010105,Turbo,0.5,semi_aislado,2005.0
0583720010203800010107,Turbo,0.1575,aislado_critico,21871.0
0505110000000000010145,Arboletes,0.475,semi_aislado,84716.0
0505110000000000010207,Arboletes,0.515,semi_aislado,84373.0
0505110000000000010702,Arboletes,0.475,semi_aislado,84418.0
0505110000000000011015,Arboletes,0.4375,semi_aislado,84033.0
0505120040101000010109,Arboletes,0.0875,aislado_critico,54189.0
0505120030101100010103,Arboletes,0.0875,aislado_critico,62808.0
0517220100400700010102,Chigorodó,0.3675,semi_aislado,4000.0
0549020120600100010407,Necoclí,0.2775,aislado_critico,25934.0
0549020030300200010218,Necoclí,0.0875,aislado_critico,59267.0
0565910000000000010504,San Juan de Urabá,0.4775,semi_aislado,74109.0
0566510000000000010858,San Pedro de Urabá,0.44,semi_aislado,23821.0
0583720090700100010309,Turbo,0.825,bien_conectado,97.0
0583720090700100010704,Turbo,0.83,bien_conectado,82.0
0583720090700100010729,Turbo,0.79,bien_conectado,74.0
0583720090700100020322,Turbo,0.71,conectividad_media,281.0
0514710000000000010338,Carepa,0.78,bien_conectado,228.0
0514710000000000010712,Carepa,0.79,bien_conectado,286.0
0514710000000000020229,Carepa,0.56,conectividad_media,329.0
0514710000000000030240,Carepa,0.8775,bien_conectado,729.0
0517210000000000010305,Chigorodó,0.5975,conectividad_media,629.0
0517210000000000010605,Chigorodó,0.5975,conectividad_media,677.0
0517210000000000010801,Chigorodó,0.4175,semi_aislado,1693.0
0517210000000000020209,Chigorodó,0.5975,conectividad_media,517.0
0517210000000000020216,Chigorodó,0.5575,conectividad_media,945.0
0517210000000000020221,Chigorodó,0.5975,conectividad_media,1105.0
0517210000000000030212,Chigorodó,0.7075,conectividad_media,196.0
0517210000000000050113,Chigorodó,0.7075,conectividad_media,54.0
0517210000000000050118,Chigorodó,0.7075,conectividad_media,321.0
0517210000000000060214,Chigorodó,0.5975,conectividad_media,981.0
0517210000000000060501,Chigorodó,0.5975,conectividad_media,1067.0
0517210000000000060601,Chigorodó,0.5975,conectividad_media,1097.0
0517210000000000060613,Chigorodó,0.5975,conectividad_media,995.0
0517210000000000060621,Chigorodó,0.5975,conectividad_media,1062.0
0517210000000000061007,Chigorodó,0.5975,conectividad_media,1191.0
0565910000000000010315,San Juan de Urabá,0.515,semi_aislado,73070.0
0565910000000000010102,San Juan de Urabá,0.4375,semi_aislado,72979.0
0565910000000000010620,San Juan de Urabá,0.36,semi_aislado,72572.0
0583720110201800010122,Turbo,0.1975,aislado_critico,161.0
0583720110201800010324,Turbo,0.1975,aislado_critico,234.0
0505110000000000010112,Arboletes,0.475,semi_aislado,84513.0
0583720100700200010114,Turbo,0.6775,conectividad_media,1041.0
0583720090700100020308,Turbo,0.75,bien_conectado,68.0
0583720100700200010515,Turbo,0.6775,conectividad_media,1361.0
0583720240400900010104,Turbo,0.3675,semi_aislado,35.0
0504520020300900010127,Apartadó,0.6075,conectividad_media,2558.0
0504520010301100010233,Apartadó,0.78,bien_conectado,482.0
0505110000000000010225,Arboletes,0.515,semi_aislado,84674.0
0505110000000000010233,Arboletes,0.515,semi_aislado,84435.0
0505110000000000010523,Arboletes,0.3975,semi_aislado,84169.0
0505110000000000010547,Arboletes,0.4375,semi_aislado,84012.0
0505110000000000011013,Arboletes,0.4375,semi_aislado,84052.0
0505110000000000011035,Arboletes,0.4375,semi_aislado,83933.0
0505120020500300010108,Arboletes,0.0875,aislado_critico,59274.0
0505120030200900010105,Arboletes,0.0875,aislado_critico,58150.0
0514710000000000010228,Carepa,0.78,bien_conectado,120.0
0514710000000000010231,Carepa,0.78,bien_conectado,207.0
0514710000000000020306,Carepa,0.79,bien_conectado,76.0
0517220060601500010108,Chigorodó,0.3875,semi_aislado,2554.0
0549010000000000010220,Necoclí,0.2775,aislado_critico,36362.0
0549010000000000010323,Necoclí,0.2775,aislado_critico,36801.0
0549020030300200010113,Necoclí,0.0875,aislado_critico,60189.0
0549020120300300010132,Necoclí,0.2775,aislado_critico,34659.0
0549020050401800010110,Necoclí,0.1975,aislado_critico,41088.0
0565920010100100010106,San Juan de Urabá,0.0875,aislado_critico,70996.0
0565920010300300010109,San Juan de Urabá,0.1075,aislado_critico,71618.0
0565920010300300010128,San Juan de Urabá,0.1075,aislado_critico,71342.0
0565920020300400010107,San Juan de Urabá,0.0875,aislado_critico,59873.0
0566510000000000010414,San Pedro de Urabá,0.4,semi_aislado,23117.0
0566510000000000010722,San Pedro de Urabá,0.4775,semi_aislado,23516.0
0566510000000000010828,San Pedro de Urabá,0.515,semi_aislado,23484.0
0566510000000000010849,San Pedro de Urabá,0.4775,semi_aislado,23777.0
0566510000000000020106,San Pedro de Urabá,0.4,semi_aislado,22936.0
0566520020300300010111,San Pedro de Urabá,0.0875,aislado_critico,52924.0
0583720090700100010101,Turbo,0.71,conectividad_media,147.0
0583720100700200020128,Turbo,0.6375,conectividad_media,866.0
0583720070201200010130,Turbo,0.2375,aislado_critico,10609.0
0583720020101300010210,Turbo,0.2375,aislado_critico,29940.0
0583720090603100010109,Turbo,0.5975,conectividad_media,81.0
0583720220103600010102,Turbo,0.1675,aislado_critico,1750.0
0514710000000000010107,Carepa,0.88,bien_conectado,634.0
0514710000000000010302,Carepa,0.86,bien_conectado,475.0
0514720010700700010126,Carepa,0.2675,aislado_critico,1335.0
0514710000000000010503,Carepa,0.74,conectividad_media,109.0
0514710000000000010612,Carepa,0.79,bien_conectado,115.0
0514710000000000010813,Carepa,0.87,bien_conectado,466.0
0514710000000000030217,Carepa,0.8775,bien_conectado,747.0
0514710000000000030528,Carepa,0.68,conectividad_media,565.0
0514720010700700010117,Carepa,0.2675,aislado_critico,1132.0
0517210000000000010705,Chigorodó,0.4975,semi_aislado,828.0
0517210000000000020601,Chigorodó,0.4575,semi_aislado,1536.0
0517210000000000040114,Chigorodó,0.7075,conectividad_media,68.0
0517210000000000050105,Chigorodó,0.7075,conectividad_media,43.0
0517210000000000050312,Chigorodó,0.6275,conectividad_media,185.0
0517210000000000050412,Chigorodó,0.6275,conectividad_media,407.0
0517210000000000050504,Chigorodó,0.6275,conectividad_media,378.0
0517210000000000060623,Chigorodó,0.5975,conectividad_media,924.0
0517210000000000060625,Chigorodó,0.5975,conectividad_media,890.0
0517210000000000060916,Chigorodó,0.5575,conectividad_media,1577.0
0517210000000000060921,Chigorodó,0.4575,semi_aislado,1614.0
0549020050300500010105,Necoclí,0.1975,aislado_critico,44341.0
0565910000000000010143,San Juan de Urabá,0.36,semi_aislado,71970.0
0565910000000000010316,San Juan de Urabá,0.4375,semi_aislado,73417.0
0565910000000000010113,San Juan de Urabá,0.515,semi_aislado,72787.0
0566510000000000020110,San Pedro de Urabá,0.4775,semi_aislado,23352.0
0583720110201800010107,Turbo,0.1975,aislado_critico,270.0
0583720110201800010333,Turbo,0.1975,aislado_critico,180.0
0505120040101000010120,Arboletes,0.0875,aislado_critico,54691.0
0504520020300900010219,Apartadó,0.6075,conectividad_media,2658.0
0504520020300900010318,Apartadó,0.6075,conectividad_media,2551.0
0505110000000000010539,Arboletes,0.36,semi_aislado,83845.0
0505110000000000010608,Arboletes,0.3975,semi_aislado,84054.0
0505110000000000011027,Arboletes,0.4375,semi_aislado,83849.0
0514710000000000010206,Carepa,0.7,conectividad_media,303.0
0514710000000000010606,Carepa,0.79,bien_conectado,241.0
0517220070300300010114,Chigorodó,0.3575,semi_aislado,989.0
0549020120600100010427,Necoclí,0.2375,aislado_critico,25840.0
0549020030300200010208,Necoclí,0.0875,aislado_critico,59545.0
0549020040400900010129,Necoclí,0.1075,aislado_critico,48612.0
0565920010300300010121,San Juan de Urabá,0.1075,aislado_critico,71699.0
0566510000000000010248,San Pedro de Urabá,0.4375,semi_aislado,23285.0
0583720100700200010519,Turbo,0.7175,conectividad_media,1233.0
0583720100700200020114,Turbo,0.7175,conectividad_media,1067.0
0583720100700200020129,Turbo,0.5175,semi_aislado,700.0
0583720090600300010202,Turbo,0.7075,conectividad_media,109.0
0583720100400800010107,Turbo,0.6375,conectividad_media,172.0
0583720010203800010110,Turbo,0.1575,aislado_critico,21998.0
0504520020300900010104,Apartadó,0.6075,conectividad_media,2287.0
0504520020300900010325,Apartadó,0.6075,conectividad_media,2602.0
0504520010301100010205,Apartadó,0.74,conectividad_media,60.0
0505110000000000010221,Arboletes,0.515,semi_aislado,84486.0
0505110000000000010337,Arboletes,0.4375,semi_aislado,83912.0
0505110000000000011037,Arboletes,0.4375,semi_aislado,83865.0
0505120060600500010108,Arboletes,0.1075,aislado_critico,51348.0
0505120030101100010128,Arboletes,0.0875,aislado_critico,62650.0
0514710000000000030238,Carepa,0.8375,bien_conectado,919.0
0549020120301000010111,Necoclí,0.2775,aislado_critico,34338.0
0549020120301400010107,Necoclí,0.2775,aislado_critico,35937.0
0549010000000000010401,Necoclí,0.2775,aislado_critico,36688.0
0549020120600100010309,Necoclí,0.1975,aislado_critico,25834.0
0549020120100700010107,Necoclí,0.1975,aislado_critico,35032.0
0549020090501500010121,Necoclí,0.2775,aislado_critico,38696.0
0566510000000000010116,San Pedro de Urabá,0.44,semi_aislado,23754.0
0565920010300300010131,San Juan de Urabá,0.1075,aislado_critico,71703.0
0565920020300400010102,San Juan de Urabá,0.0875,aislado_critico,59705.0
0565920010100500010110,San Juan de Urabá,0.0875,aislado_critico,68115.0
0566510000000000010503,San Pedro de Urabá,0.515,semi_aislado,23598.0
0566510000000000010666,San Pedro de Urabá,0.4775,semi_aislado,23958.0
0566510000000000010712,San Pedro de Urabá,0.4775,semi_aislado,23313.0
0566510000000000010731,San Pedro de Urabá,0.4775,semi_aislado,23475.0
0566510000000000010820,San Pedro de Urabá,0.44,semi_aislado,24015.0
0566510000000000010842,San Pedro de Urabá,0.4775,semi_aislado,23400.0
0566510000000000020115,San Pedro de Urabá,0.4,semi_aislado,23144.0
0583720090700100020428,Turbo,0.74,conectividad_media,254.0
0583720090700100020437,Turbo,0.66,conectividad_media,258.0
0583720100700200010111,Turbo,0.5575,conectividad_media,961.0
0583720100700200010409,Turbo,0.5975,conectividad_media,1321.0
0583720100700200020130,Turbo,0.6375,conectividad_media,936.0
0583720090600300010311,Turbo,0.7075,conectividad_media,198.0
0583720080301000010110,Turbo,0.3675,semi_aislado,3077.0
0583720080301000010118,Turbo,0.4675,semi_aislado,2800.0
0583720070202000010104,Turbo,0.3675,semi_aislado,2833.0
0583720050202800010103,Turbo,0.2775,aislado_critico,18768.0
0583720030802900010109,Turbo,0.2775,aislado_critico,10124.0
0583720030803200010110,Turbo,0.2775,aislado_critico,11966.0
0514710000000000010412,Carepa,0.87,bien_conectado,436.0
0514710000000000010803,Carepa,0.87,bien_conectado,334.0
0514710000000000030224,Carepa,0.8375,bien_conectado,900.0
0514710000000000030512,Carepa,0.8675,bien_conectado,423.0
0514710000000000030626,Carepa,0.75,bien_conectado,404.0
0517210000000000010108,Chigorodó,0.5975,conectividad_media,529.0
0517210000000000010123,Chigorodó,0.5875,conectividad_media,79.0
0517210000000000010318,Chigorodó,0.6275,conectividad_media,438.0
0517210000000000010403,Chigorodó,0.6275,conectividad_media,300.0
0517210000000000020308,Chigorodó,0.6775,conectividad_media,583.0
0517210000000000020516,Chigorodó,0.4175,semi_aislado,1829.0
0517210000000000030102,Chigorodó,0.6275,conectividad_media,153.0
0517210000000000050101,Chigorodó,0.7075,conectividad_media,50.0
0517210000000000060736,Chigorodó,0.5975,conectividad_media,940.0
0517210000000000060802,Chigorodó,0.5975,conectividad_media,1350.0
0517210000000000060922,Chigorodó,0.4575,semi_aislado,1654.0
0549020030200400010120,Necoclí,0.0875,aislado_critico,64439.0
0565910000000000010902,San Juan de Urabá,0.36,semi_aislado,72196.0
0566510000000000030113,San Pedro de Urabá,0.4,semi_aislado,22898.0
0514710000000000020107,Carepa,0.79,bien_conectado,118.0
0549020120600100010310,Necoclí,0.1975,aislado_critico,25812.0
0549020120600600010111,Necoclí,0.2775,aislado_critico,30500.0
0565920010200600010106,San Juan de Urabá,0.1075,aislado_critico,69454.0
0566520020300300010103,San Pedro de Urabá,0.0875,aislado_critico,53080.0
0583720090700100020356,Turbo,0.66,conectividad_media,197.0
0583720100700200010501,Turbo,0.6775,conectividad_media,1197.0
0583720090600300010325,Turbo,0.6675,conectividad_media,320.0
0583720020101300010204,Turbo,0.2775,aislado_critico,30115.0
0514710000000000010716,Carepa,0.79,bien_conectado,121.0
0514710000000000010321,Carepa,0.86,bien_conectado,228.0
0514710000000000010330,Carepa,0.86,bien_conectado,243.0
0514710000000000020109,Carepa,0.79,bien_conectado,107.0
0514710000000000020314,Carepa,0.79,bien_conectado,33.0
0514710000000000020908,Carepa,0.57,conectividad_media,627.0
0514710000000000030510,Carepa,0.8275,bien_conectado,483.0
0517210000000000010207,Chigorodó,0.4975,semi_aislado,666.0
0517210000000000010412,Chigorodó,0.6275,conectividad_media,211.0
0517210000000000020313,Chigorodó,0.6775,conectividad_media,594.0
0517210000000000020437,Chigorodó,0.4575,semi_aislado,1350.0
0517210000000000030119,Chigorodó,0.6275,conectividad_media,39.0
0517210000000000050419,Chigorodó,0.6675,conectividad_media,430.0
0517210000000000060204,Chigorodó,0.6775,conectividad_media,836.0
0517210000000000060307,Chigorodó,0.5975,conectividad_media,893.0
0517210000000000060422,Chigorodó,0.5975,conectividad_media,1268.0
0517210000000000060519,Chigorodó,0.5975,conectividad_media,1257.0
0517210000000000060626,Chigorodó,0.5975,conectividad_media,825.0
0517210000000000060929,Chigorodó,0.4575,semi_aislado,1795.0
0517210000000000061010,Chigorodó,0.5975,conectividad_media,1224.0
0565910000000000010302,San Juan de Urabá,0.4775,semi_aislado,73340.0
0565910000000000010213,San Juan de Urabá,0.515,semi_aislado,72868.0
0566510000000000010246,San Pedro de Urabá,0.4775,semi_aislado,23517.0
0549020090201200010106,Necoclí,0.0875,aislado_critico,48894.0
0504520020300300010104,Apartadó,0.7075,conectividad_media,163.0
0504520020300900010322,Apartadó,0.6075,conectividad_media,2602.0
0504520010301100010206,Apartadó,0.74,conectividad_media,67.0
0504520010101400010112,Apartadó,0.4275,semi_aislado,93.0
0505110000000000010304,Arboletes,0.515,semi_aislado,84303.0
0505110000000000010307,Arboletes,0.515,semi_aislado,84380.0
0505110000000000010407,Arboletes,0.515,semi_aislado,84690.0
0505110000000000010518,Arboletes,0.3975,semi_aislado,84259.0
0505110000000000010605,Arboletes,0.4375,semi_aislado,84062.0
0505110000000000011115,Arboletes,0.36,semi_aislado,83643.0
0549020030300200010213,Necoclí,0.0875,aislado_critico,59447.0
0514710000000000010602,Carepa,0.79,bien_conectado,114.0
0514710000000000030608,Carepa,0.7575,bien_conectado,581.0
0549020030300200010216,Necoclí,0.0875,aislado_critico,59314.0
0549020030300200010209,Necoclí,0.0875,aislado_critico,59287.0
0549010000000000010205,Necoclí,0.2775,aislado_critico,36449.0
0549010000000000010208,Necoclí,0.2775,aislado_critico,36807.0
0549010000000000010309,Necoclí,0.2775,aislado_critico,37044.0
0549010000000000010814,Necoclí,0.2375,aislado_critico,38183.0
0549020120600100010117,Necoclí,0.2375,aislado_critico,25493.0
0549020120600100010316,Necoclí,0.1975,aislado_critico,25712.0
0549020050300500010106,Necoclí,0.1975,aislado_critico,44291.0
0549020120600600010117,Necoclí,0.2375,aislado_critico,30205.0
0565910000000000010205,San Juan de Urabá,0.515,semi_aislado,73115.0
0565910000000000010221,San Juan de Urabá,0.4775,semi_aislado,73106.0
0565910000000000010224,San Juan de Urabá,0.4775,semi_aislado,73020.0
0565920010100100010122,San Juan de Urabá,0.0875,aislado_critico,70548.0
0565920020500200010105,San Juan de Urabá,0.0875,aislado_critico,65914.0
0565920010300300010120,San Juan de Urabá,0.1075,aislado_critico,71480.0
0566510000000000010351,San Pedro de Urabá,0.4,semi_aislado,23056.0
0583720090700100010226,Turbo,0.71,conectividad_media,283.0
0583720090700100010511,Turbo,0.7875,bien_conectado,258.0
0583720090700100020124,Turbo,0.945,bien_conectado,55.0
0583720090700100020306,Turbo,0.71,conectividad_media,257.0
0583720100700200020215,Turbo,0.6775,conectividad_media,1342.0
0583720100700200020515,Turbo,0.6775,conectividad_media,1103.0
0583720050200500010112,Turbo,0.2775,aislado_critico,15283.0
0583720070201200010105,Turbo,0.2775,aislado_critico,11184.0
0583720070201200010126,Turbo,0.2775,aislado_critico,10779.0
0583720070201200010127,Turbo,0.2775,aislado_critico,10730.0
0583720020101300010113,Turbo,0.2775,aislado_critico,30103.0
0583720030802900010114,Turbo,0.2775,aislado_critico,9948.0
0583720030803200010112,Turbo,0.2375,aislado_critico,12607.0
0583720090503500010102,Turbo,0.2575,aislado_critico,99.0
0583720010204000010101,Turbo,0.1075,aislado_critico,25227.0
0504520020300900010204,Apartadó,0.5275,semi_aislado,2694.0
0505110000000000010123,Arboletes,0.475,semi_aislado,84731.0
0505110000000000010137,Arboletes,0.4375,semi_aislado,84811.0
0505110000000000010543,Arboletes,0.4375,semi_aislado,83996.0
0514710000000000020117,Carepa,0.79,bien_conectado,100.0
0514710000000000020307,Carepa,0.79,bien_conectado,111.0
0549010000000000010904,Necoclí,0.1975,aislado_critico,38485.0
0549020120600100010417,Necoclí,0.2375,aislado_critico,25765.0
0565910000000000010405,San Juan de Urabá,0.4375,semi_aislado,73570.0
0566520020300300010101,San Pedro de Urabá,0.0875,aislado_critico,53189.0
0583720090700100020215,Turbo,0.83,bien_conectado,130.0
0583720090700100020229,Turbo,0.9475,bien_conectado,199.0
0583720030700600010110,Turbo,0.2775,aislado_critico,15326.0
0583720030802900010107,Turbo,0.2775,aislado_critico,10210.0
0504520020500200010108,Apartadó,0.5775,conectividad_media,473.0
0505110000000000010124,Arboletes,0.4375,semi_aislado,84774.0
0505110000000000010126,Arboletes,0.475,semi_aislado,84768.0
0505110000000000011118,Arboletes,0.36,semi_aislado,83620.0
0505120050401400010112,Arboletes,0.2775,aislado_critico,45121.0
0514710000000000020723,Carepa,0.79,bien_conectado,196.0
0514710000000000030229,Carepa,0.8775,bien_conectado,964.0
0514720010601300010114,Carepa,0.4775,semi_aislado,814.0
0517220070300300010116,Chigorodó,0.3575,semi_aislado,931.0
0549010000000000010233,Necoclí,0.2775,aislado_critico,36251.0
0549010000000000010509,Necoclí,0.2375,aislado_critico,36627.0
0549010000000000010826,Necoclí,0.2375,aislado_critico,38070.0
0549020120600100010423,Necoclí,0.2775,aislado_critico,26202.0
0549020120300300010121,Necoclí,0.1975,aislado_critico,34673.0
0549020050300500010206,Necoclí,0.1975,aislado_critico,44238.0
0549020090201200010107,Necoclí,0.0875,aislado_critico,48921.0
0565910000000000010211,San Juan de Urabá,0.515,semi_aislado,72992.0
0566510000000000010334,San Pedro de Urabá,0.4775,semi_aislado,23071.0
0566510000000000010347,San Pedro de Urabá,0.44,semi_aislado,22966.0
0566510000000000010508,San Pedro de Urabá,0.515,semi_aislado,23587.0
0566510000000000010635,San Pedro de Urabá,0.515,semi_aislado,23653.0
0566510000000000010845,San Pedro de Urabá,0.4,semi_aislado,23716.0
0566510000000000010871,San Pedro de Urabá,0.31,aislado_critico,24803.0
0566510000000000020118,San Pedro de Urabá,0.4,semi_aislado,23000.0
0566520040200800010115,San Pedro de Urabá,0.1475,aislado_critico,42305.0
0583720100700200020315,Turbo,0.5575,conectividad_media,1345.0
0583720090700100020106,Turbo,0.9075,bien_conectado,207.0
0583720090700100020320,Turbo,0.75,bien_conectado,211.0
0583720090700100020408,Turbo,0.83,bien_conectado,70.0
0583720090700100020504,Turbo,0.91,bien_conectado,226.0
0583720090700100020519,Turbo,0.83,bien_conectado,54.0
0583720100700200020204,Turbo,0.5975,conectividad_media,1388.0
0583720100700200020412,Turbo,0.6775,conectividad_media,1161.0
0583720100700200020519,Turbo,0.6375,conectividad_media,1301.0
0583720100400800010427,Turbo,0.6775,conectividad_media,231.0
0583720090402400010114,Turbo,0.6775,conectividad_media,197.0
0583720090402400010129,Turbo,0.5975,conectividad_media,320.0
0583720030802900010122,Turbo,0.2775,aislado_critico,9988.0
0583720030803200010107,Turbo,0.2375,aislado_critico,11821.0
0514710000000000010301,Carepa,0.88,bien_conectado,563.0
0514710000000000010322,Carepa,0.87,bien_conectado,306.0
0514710000000000010414,Carepa,0.87,bien_conectado,414.0
0514710000000000010416,Carepa,0.87,bien_conectado,428.0
0514710000000000010508,Carepa,0.79,bien_conectado,172.0
0514710000000000010528,Carepa,0.79,bien_conectado,218.0
0514710000000000010801,Carepa,0.91,bien_conectado,321.0
0514710000000000020506,Carepa,0.875,bien_conectado,502.0
0514710000000000030404,Carepa,0.915,bien_conectado,700.0
0514720010700700010109,Carepa,0.2675,aislado_critico,1234.0
0517210000000000010529,Chigorodó,0.5975,conectividad_media,933.0
0517210000000000020401,Chigorodó,0.5575,conectividad_media,877.0
0517210000000000030108,Chigorodó,0.6275,conectividad_media,114.0
0517210000000000030216,Chigorodó,0.7475,conectividad_media,134.0
0517210000000000050119,Chigorodó,0.7075,conectividad_media,327.0
0517210000000000050324,Chigorodó,0.6275,conectividad_media,306.0
0517210000000000050707,Chigorodó,0.5875,conectividad_media,303.0
0517210000000000060208,Chigorodó,0.6775,conectividad_media,818.0
0517210000000000060517,Chigorodó,0.5975,conectividad_media,1209.0
0517210000000000060608,Chigorodó,0.5975,conectividad_media,1065.0
0517210000000000060704,Chigorodó,0.5975,conectividad_media,1100.0
0517210000000000060808,Chigorodó,0.5975,conectividad_media,1179.0
0517210000000000060820,Chigorodó,0.5975,conectividad_media,1365.0
0517210000000000060914,Chigorodó,0.5575,conectividad_media,1540.0
0517210000000000061013,Chigorodó,0.5575,conectividad_media,1307.0
0549020050300500010204,Necoclí,0.1975,aislado_critico,44305.0
0565910000000000010603,San Juan de Urabá,0.36,semi_aislado,72608.0
0565910000000000010703,San Juan de Urabá,0.36,semi_aislado,72727.0
0583720110201800010322,Turbo,0.1975,aislado_critico,270.0
0583720090103900010118,Turbo,0.3375,aislado_critico,4170.0
0504520030101500010105,Apartadó,0.6375,conectividad_media,224.0
0504520010101400010107,Apartadó,0.4275,semi_aislado,104.0
0505110000000000010202,Arboletes,0.515,semi_aislado,84798.0
0505110000000000010217,Arboletes,0.515,semi_aislado,84425.0
0505110000000000011036,Arboletes,0.3975,semi_aislado,83851.0
0505120060400100010108,Arboletes,0.0875,aislado_critico,62135.0
0505120060600500010104,Arboletes,0.1075,aislado_critico,51485.0
0549010000000000010211,Necoclí,0.2775,aislado_critico,36724.0
0549010000000000010501,Necoclí,0.2375,aislado_critico,36721.0
0549020120600100010131,Necoclí,0.1975,aislado_critico,25393.0
0583720090700100020358,Turbo,0.71,conectividad_media,286.0
0565910000000000010118,San Juan de Urabá,0.4,semi_aislado,72336.0
0565920010100500010101,San Juan de Urabá,0.0875,aislado_critico,68324.0
0566510000000000010211,San Pedro de Urabá,0.4775,semi_aislado,23459.0
0583720090700100010105,Turbo,0.71,conectividad_media,34.0
0583720090700100010319,Turbo,0.71,conectividad_media,379.0
0583720090700100010411,Turbo,0.71,conectividad_media,393.0
0583720090700100010515,Turbo,0.71,conectividad_media,289.0
0583720090700100010701,Turbo,0.71,conectividad_media,157.0
0583720090700100010716,Turbo,0.83,bien_conectado,61.0
0583720090700100010719,Turbo,0.66,conectividad_media,393.0
0583720090700100020364,Turbo,0.83,bien_conectado,8.0
0583720090700100020426,Turbo,0.79,bien_conectado,241.0
0583720100700200020103,Turbo,0.6775,conectividad_media,1086.0
0583720070201200010124,Turbo,0.2375,aislado_critico,10676.0
0583720090402400010116,Turbo,0.6775,conectividad_media,29.0
